id,label,number_corners,length_width_ratio
669,Salix,2,2.383928571
1201,Salix,7,2.634703196
1042,Salix,3,3.153005464
1221,Salix,2,3
1509,Salix,3,3.065217391
1532,Salix,4,2.845771144
1121,Salix,2,3.145833333
1442,Salix,3,3.06626506
798,Sorbus,35,1.410666667
1269,Sorbus,39,1.386058981
741,Sorbus,39,1.595375723
867,Sorbus,35,1.706231454
1395,Sorbus,26,1.622478386
1160,Sorbus,35,1.505524862
1200,Sorbus,35,1.767371601
714,Sorbus,46,1.315508021
1176,Sorbus,39,1.566572238
676,Sorbus,56,1.338709677
409,Tilia,39,1.072507553
959,Tilia,51,1.041528239
1062,Tilia,46,1.017421603
418,Tilia,64,1.108262108
1174,Tilia,48,1.084592145
386,Tilia,44,1.046251994
1482,Tilia,50,1.097039474
685,Tilia,43,1.043604651
1524,Tilia,55,1.052969502
107,Tilia,40,1.124100719
1152,Tilia,48,1.242
1040,Tilia,48,1.193181818
183,Tilia,37,1.301652893
239,Tilia,60,1.238779174
637,Tilia,25,1.375757576
1249,Tilia,45,1.251282051
1030,Tilia,54,1.197265625
466,Tilia,50,1.193984962
598,Tilia,57,1.153424658
416,Tilia,62,1.286004057
1335,Tilia,36,1.278061224
942,Tilia,38,1.22556391
50,Tilia,51,1.146401985
1544,Tilia,50,1.117359413
1059,Tilia,36,1.251308901
5,Tilia,49,1.0968523
459,Tilia,37,1.161616162
211,Tilia,41,1.189189189
1301,Tilia,27,1.336814621
649,Tilia,42,1.092009685
756,Ulmus,67,1.94973545
1135,Ulmus,77,2.070247934
436,Ulmus,77,1.924406048
1308,Ulmus,70,2.272093023
1448,Ulmus,59,2.1575
1238,Ulmus,63,2.056561086
1381,Ulmus,64,1.904428904
855,Ulmus,64,2.383597884
636,Ulmus,66,2.151724138
793,Ulmus,81,2.016359918
528,Viburnum,3,2.1171875
928,Viburnum,3,2.074829932
838,Viburnum,3,2.310469314
787,Viburnum,1,2.019230769
1211,Viburnum,2,2.024390244
869,Viburnum,2,2.295275591
1218,Viburnum,2,2.24537037
671,Viburnum,4,2.117408907
291,Viburnum,2,2.197014925
1240,Viburnum,2,2.234693878
1444,Viburnum,9,1.922829582
1226,Viburnum,4,1.924836601
152,Viburnum,3,1.8
1420,Viburnum,3,1.951298701
661,Viburnum,3,1.97359736
1474,Viburnum,3,1.907051282
1570,Viburnum,3,1.841772152
1300,Viburnum,3,2.054607509
556,Viburnum,8,1.858934169
1311,Viburnum,4,1.929032258
336,Zelkova,39,2.218390805
17,Zelkova,35,2.132258065
1410,Zelkova,28,2.430434783
1136,Zelkova,33,2.584415584
535,Zelkova,31,2.375
1265,Zelkova,41,2.45659164
993,Zelkova,34,1.959885387
1198,Zelkova,32,2.213286713
1443,Zelkova,35,2.330677291
718,Zelkova,28,2.217213115
