id,label,number_corners,perimeter_area_ratio
1077,Salix,21,0.019652801
847,Salix,12,0.019155109
976,Salix,2,0.018230118
681,Salix,5,0.018753929
522,Salix,2,0.017140039
669,Salix,2,0.015598825
1201,Salix,7,0.01461924
1042,Salix,3,0.015923797
1221,Salix,2,0.019663583
1509,Salix,3,0.017248842
1532,Salix,4,0.015834922
1121,Salix,2,0.016359031
1442,Salix,3,0.01718977
798,Sorbus,35,0.012789963
1269,Sorbus,39,0.012916321
741,Sorbus,39,0.012407476
867,Sorbus,35,0.012666014
1395,Sorbus,26,0.012537422
1160,Sorbus,35,0.012294458
1200,Sorbus,35,0.013198055
714,Sorbus,46,0.012150179
1176,Sorbus,39,0.012389004
676,Sorbus,56,0.012457548
409,Tilia,39,0.008363788
959,Tilia,51,0.010041299
1062,Tilia,46,0.010247477
418,Tilia,64,0.008280687
1174,Tilia,48,0.008372142
386,Tilia,44,0.009200345
1482,Tilia,50,0.009372478
685,Tilia,43,0.008517982
1524,Tilia,55,0.009877787
107,Tilia,40,0.010435433
1152,Tilia,48,0.010612282
1040,Tilia,48,0.00827234
183,Tilia,37,0.01058556
239,Tilia,60,0.009359938
637,Tilia,25,0.009417748
1249,Tilia,45,0.008914628
1030,Tilia,54,0.010854352
466,Tilia,50,0.007846177
598,Tilia,57,0.007208639
416,Tilia,62,0.010733523
1335,Tilia,36,0.012832208
942,Tilia,38,0.012707997
50,Tilia,51,0.013234109
1544,Tilia,50,0.013837673
1059,Tilia,36,0.012566943
5,Tilia,49,0.013688536
459,Tilia,37,0.01347672
211,Tilia,41,0.013116223
1301,Tilia,27,0.012433947
649,Tilia,42,0.013434504
756,Ulmus,67,0.012691654
1135,Ulmus,77,0.010019438
436,Ulmus,77,0.010874497
1308,Ulmus,70,0.011261226
1448,Ulmus,59,0.012072752
1238,Ulmus,63,0.010761505
1381,Ulmus,64,0.011327815
855,Ulmus,64,0.012637948
636,Ulmus,66,0.01159268
793,Ulmus,81,0.010047209
528,Viburnum,3,0.01418455
928,Viburnum,3,0.012609004
838,Viburnum,3,0.012964526
787,Viburnum,1,0.011824981
1211,Viburnum,2,0.011079347
869,Viburnum,2,0.014393247
1218,Viburnum,2,0.016876255
671,Viburnum,4,0.014821641
291,Viburnum,2,0.010892426
1240,Viburnum,2,0.012795433
1444,Viburnum,9,0.011996194
1226,Viburnum,4,0.011437474
152,Viburnum,3,0.011367876
1420,Viburnum,3,0.011677799
661,Viburnum,3,0.01161959
1474,Viburnum,3,0.011327218
1570,Viburnum,3,0.011527969
1300,Viburnum,3,0.011651106
556,Viburnum,8,0.011564388
1311,Viburnum,4,0.011682865
336,Zelkova,39,0.013675573
17,Zelkova,35,0.015092294
1410,Zelkova,28,0.019563307
1136,Zelkova,33,0.019601066
535,Zelkova,31,0.01708598
1265,Zelkova,41,0.014468304
993,Zelkova,34,0.013372796
1198,Zelkova,32,0.015639756
1443,Zelkova,35,0.018418891
718,Zelkova,28,0.019245369
