id,label,length_width_ratio,perimeter_area_ratio
354,Quercus,1.114450867,0.024736858
1093,Quercus,1.079889807,0.027118439
1024,Quercus,1.004048583,0.025775705
262,Quercus,1.123342175,0.02508523
802,Quercus,1.110638298,0.034289968
1113,Quercus,4.618090452,0.014659566
1144,Quercus,4.519607843,0.014793192
1475,Quercus,4.681818182,0.014650599
1572,Quercus,4.464788732,0.0149497
1098,Quercus,4.018604651,0.01420228
1268,Quercus,4.210280374,0.014424537
1469,Quercus,4.092165899,0.014156819
796,Quercus,4.268518519,0.014592788
132,Quercus,4.213953488,0.01436548
127,Quercus,4.185714286,0.014042728
1326,Quercus,2.630057803,0.019443124
1491,Quercus,2.521327014,0.01666004
545,Quercus,2.481675393,0.019375175
43,Quercus,2.521327014,0.01801461
1494,Quercus,2.194570136,0.016801006
975,Quercus,2.390243902,0.016993152
911,Quercus,2.376106195,0.016928701
875,Quercus,2.218009479,0.018236812
40,Quercus,2.328571429,0.017289638
543,Quercus,2.572916667,0.018779767
451,Quercus,2.101910828,0.012427607
20,Quercus,2.258169935,0.015346027
860,Quercus,1.958944282,0.015121596
247,Quercus,1.877192982,0.014433272
657,Quercus,1.742937853,0.014784916
1090,Quercus,2.029761905,0.015696072
726,Quercus,1.774566474,0.015240703
433,Quercus,1.744985673,0.014418767
862,Quercus,1.870317003,0.015233247
1231,Quercus,1.956790123,0.01375038
1299,Quercus,1.935064935,0.025922847
521,Quercus,1.797202797,0.02535722
1276,Quercus,1.580952381,0.027256696
29,Quercus,1.65993266,0.026696191
885,Quercus,1.65483871,0.019997496
245,Quercus,1.525157233,0.023505359
1305,Quercus,1.54248366,0.024510132
303,Quercus,1.473214286,0.021228148
1563,Quercus,1.565517241,0.029046332
808,Quercus,1.602996255,0.024332372
1089,Quercus,1.492366412,0.016766584
194,Quercus,1.992217899,0.016881596
72,Quercus,1.438253012,0.017936987
460,Quercus,1.709323583,0.017052498
916,Quercus,1.515711645,0.01803536
298,Quercus,1.855072464,0.016371965
912,Quercus,1.734939759,0.016112664
1523,Quercus,1.63326226,0.015840338
333,Quercus,1.857414449,0.018868014
1170,Quercus,1.557844691,0.017811189
1163,Quercus,2.901060071,0.012489495
876,Quercus,3.522900763,0.012228551
481,Quercus,3.701807229,0.009771545
1552,Quercus,2.910769231,0.010435945
1337,Quercus,2.785529716,0.009223075
1120,Quercus,3.30994152,0.009358774
1323,Quercus,3.512280702,0.011266487
1399,Quercus,3.074626866,0.010085474
375,Quercus,3.05862069,0.010837933
1403,Quercus,3.488888889,0.010652229
383,Quercus,1.4578125,0.018432864
593,Quercus,1.302660754,0.013374713
420,Quercus,1.442508711,0.02188654
1582,Quercus,1.435768262,0.015555385
978,Quercus,1.375766871,0.017398216
11,Quercus,1.233748271,0.019476077
1432,Quercus,1.330548926,0.01964996
1128,Quercus,1.282738095,0.01873946
389,Quercus,1.391167192,0.01340827
356,Quercus,1.224178404,0.014766252
547,Quercus,1.211488251,0.011667403
482,Quercus,1.116161616,0.011621358
603,Quercus,1.255319149,0.011951888
171,Quercus,1.224806202,0.012448038
1222,Quercus,1.252688172,0.011278138
1359,Quercus,1.233933162,0.012914947
108,Quercus,1.383152174,0.012899258
951,Quercus,1.212276215,0.012358276
1402,Quercus,1.335978836,0.013974695
1010,Quercus,1.288359788,0.012246824
446,Quercus,1.176591376,0.017403968
355,Quercus,1.196883853,0.019900015
900,Quercus,1.442724458,0.023234436
1423,Quercus,1.235294118,0.025538907
1531,Quercus,1.167750325,0.017886572
563,Quercus,1.144670051,0.022278281
377,Quercus,1.135989011,0.026080518
1379,Quercus,1.228929385,0.01610221
1476,Quercus,1.282051282,0.016690977
468,Quercus,1.321027287,0.020834672
321,Quercus,2.194444444,0.02629577
92,Quercus,2.166666667,0.023854545
83,Quercus,2.122137405,0.02838569
1065,Quercus,2.198757764,0.022883057
813,Quercus,1.96,0.022594922
1278,Quercus,1.993464052,0.023513226
1569,Quercus,1.928571429,0.022653023
1549,Quercus,2.02919708,0.028210661
246,Quercus,2.070921986,0.030259777
822,Quercus,2.030612245,0.019511816
858,Quercus,1.5,0.018060356
936,Quercus,1.378723404,0.017435211
1500,Quercus,1.556904401,0.015543052
680,Quercus,1.336194564,0.017126754
823,Quercus,1.523381295,0.019081842
1555,Quercus,1.308056872,0.019946633
109,Quercus,1.433717579,0.016507167
438,Quercus,1.498498499,0.016523741
1341,Quercus,1.557659208,0.017094143
870,Quercus,1.5856,0.017181885
319,Quercus,1.76300578,0.013377061
919,Quercus,2.219269103,0.013453017
84,Quercus,2.183333333,0.013343369
31,Quercus,1.984520124,0.013366243
1156,Quercus,1.873529412,0.01382492
491,Quercus,1.93125,0.012938523
784,Quercus,1.930091185,0.013645832
1016,Quercus,2.021538462,0.014112536
444,Quercus,1.953560372,0.013324714
259,Quercus,2.235690236,0.013957868
32,Quercus,2.992217899,0.014137871
120,Quercus,2.304635762,0.013609634
190,Quercus,2.732600733,0.013560868
866,Quercus,2.790613718,0.014384061
64,Quercus,2.864150943,0.013599744
278,Quercus,2.769516729,0.014060021
327,Quercus,2.37037037,0.013355542
961,Quercus,2.641577061,0.013762829
692,Quercus,2.542253521,0.014394181
6,Quercus,2.467576792,0.014142506
323,Quercus,1.426724138,0.0205517
1187,Quercus,1.778975741,0.022577013
1557,Quercus,1.594117647,0.023651025
995,Quercus,1.757925072,0.025618739
1210,Quercus,1.720930233,0.01751044
1541,Quercus,1.630541872,0.019835828
776,Quercus,1.623036649,0.021243512
695,Quercus,1.819526627,0.026018839
1441,Quercus,1.822222222,0.022284966
850,Quercus,1.626373626,0.022188896
1375,Quercus,2.630331754,0.021334769
514,Quercus,2.708520179,0.019023348
524,Quercus,2.485530547,0.014089863
828,Quercus,2.406779661,0.017725642
1568,Quercus,2.823333333,0.013675741
1548,Quercus,2.806603774,0.019165855
350,Quercus,2.62962963,0.021360531
1515,Quercus,2.292887029,0.016902215
631,Quercus,2.579646018,0.017131741
345,Quercus,2.566666667,0.019833076
1148,Quercus,2.266881029,0.012842056
1492,Quercus,2.436482085,0.015535295
1317,Quercus,2.597972973,0.0138929
917,Quercus,2.321311475,0.013237879
280,Quercus,2.174311927,0.01415141
225,Quercus,2.786713287,0.015792712
1356,Quercus,2.592334495,0.014917766
934,Quercus,2.571428571,0.014568459
306,Quercus,2.784946237,0.013370182
379,Quercus,3.028880866,0.014090937
907,Rhododendron,3.640625,0.015590526
927,Rhododendron,3.628712871,0.015808209
54,Rhododendron,3.368421053,0.016686099
778,Rhododendron,3.572769953,0.015534563
700,Rhododendron,3.398907104,0.018096686
710,Rhododendron,3.156424581,0.018291173
1352,Rhododendron,2.974576271,0.014664331
103,Rhododendron,3.377358491,0.014740299
1561,Rhododendron,3.140077821,0.013026758
1046,Rhododendron,2.925925926,0.013429054
1543,Salix,4.041666667,0.019387445
704,Salix,3.96031746,0.01695147
620,Salix,5.102325581,0.01943142
15,Salix,4.995169082,0.017474428
1472,Salix,4.978165939,0.019224204
1025,Salix,5.033333333,0.018294303
1073,Salix,4.46460177,0.017098824
1077,Salix,5.696969697,0.019652801
847,Salix,4.616033755,0.019155109
976,Salix,4.458333333,0.018230118
681,Salix,3.116959064,0.018753929
522,Salix,2.938888889,0.017140039
669,Salix,2.383928571,0.015598825
1201,Salix,2.634703196,0.01461924
1042,Salix,3.153005464,0.015923797
1221,Salix,3,0.019663583
1509,Salix,3.065217391,0.017248842
1532,Salix,2.845771144,0.015834922
1121,Salix,3.145833333,0.016359031
1442,Salix,3.06626506,0.01718977
798,Sorbus,1.410666667,0.012789963
1269,Sorbus,1.386058981,0.012916321
741,Sorbus,1.595375723,0.012407476
867,Sorbus,1.706231454,0.012666014
1395,Sorbus,1.622478386,0.012537422
1160,Sorbus,1.505524862,0.012294458
1200,Sorbus,1.767371601,0.013198055
714,Sorbus,1.315508021,0.012150179
1176,Sorbus,1.566572238,0.012389004
676,Sorbus,1.338709677,0.012457548
409,Tilia,1.072507553,0.008363788
959,Tilia,1.041528239,0.010041299
1062,Tilia,1.017421603,0.010247477
418,Tilia,1.108262108,0.008280687
1174,Tilia,1.084592145,0.008372142
386,Tilia,1.046251994,0.009200345
1482,Tilia,1.097039474,0.009372478
685,Tilia,1.043604651,0.008517982
1524,Tilia,1.052969502,0.009877787
107,Tilia,1.124100719,0.010435433
1152,Tilia,1.242,0.010612282
1040,Tilia,1.193181818,0.00827234
183,Tilia,1.301652893,0.01058556
239,Tilia,1.238779174,0.009359938
637,Tilia,1.375757576,0.009417748
1249,Tilia,1.251282051,0.008914628
1030,Tilia,1.197265625,0.010854352
466,Tilia,1.193984962,0.007846177
598,Tilia,1.153424658,0.007208639
416,Tilia,1.286004057,0.010733523
1335,Tilia,1.278061224,0.012832208
942,Tilia,1.22556391,0.012707997
50,Tilia,1.146401985,0.013234109
1544,Tilia,1.117359413,0.013837673
1059,Tilia,1.251308901,0.012566943
5,Tilia,1.0968523,0.013688536
459,Tilia,1.161616162,0.01347672
211,Tilia,1.189189189,0.013116223
1301,Tilia,1.336814621,0.012433947
649,Tilia,1.092009685,0.013434504
756,Ulmus,1.94973545,0.012691654
1135,Ulmus,2.070247934,0.010019438
436,Ulmus,1.924406048,0.010874497
1308,Ulmus,2.272093023,0.011261226
1448,Ulmus,2.1575,0.012072752
1238,Ulmus,2.056561086,0.010761505
1381,Ulmus,1.904428904,0.011327815
855,Ulmus,2.383597884,0.012637948
636,Ulmus,2.151724138,0.01159268
793,Ulmus,2.016359918,0.010047209
528,Viburnum,2.1171875,0.01418455
928,Viburnum,2.074829932,0.012609004
838,Viburnum,2.310469314,0.012964526
787,Viburnum,2.019230769,0.011824981
1211,Viburnum,2.024390244,0.011079347
869,Viburnum,2.295275591,0.014393247
1218,Viburnum,2.24537037,0.016876255
671,Viburnum,2.117408907,0.014821641
291,Viburnum,2.197014925,0.010892426
1240,Viburnum,2.234693878,0.012795433
1444,Viburnum,1.922829582,0.011996194
1226,Viburnum,1.924836601,0.011437474
152,Viburnum,1.8,0.011367876
1420,Viburnum,1.951298701,0.011677799
661,Viburnum,1.97359736,0.01161959
1474,Viburnum,1.907051282,0.011327218
1570,Viburnum,1.841772152,0.011527969
1300,Viburnum,2.054607509,0.011651106
556,Viburnum,1.858934169,0.011564388
1311,Viburnum,1.929032258,0.011682865
336,Zelkova,2.218390805,0.013675573
17,Zelkova,2.132258065,0.015092294
1410,Zelkova,2.430434783,0.019563307
1136,Zelkova,2.584415584,0.019601066
535,Zelkova,2.375,0.01708598
1265,Zelkova,2.45659164,0.014468304
993,Zelkova,1.959885387,0.013372796
1198,Zelkova,2.213286713,0.015639756
1443,Zelkova,2.330677291,0.018418891
718,Zelkova,2.217213115,0.019245369
