id,label,number_corners,solidity
1062,Tilia,46,0.922888351
418,Tilia,64,0.919094604
1174,Tilia,48,0.928434394
386,Tilia,44,0.906797955
1482,Tilia,50,0.918914409
685,Tilia,43,0.930275546
1524,Tilia,55,0.918197868
107,Tilia,40,0.900819496
1152,Tilia,48,0.936043378
1040,Tilia,48,0.942368679
183,Tilia,37,0.926914992
239,Tilia,60,0.935643242
637,Tilia,25,0.941663612
1249,Tilia,45,0.928174768
1030,Tilia,54,0.932607526
466,Tilia,50,0.94082295
598,Tilia,57,0.943368866
416,Tilia,62,0.928219862
1335,Tilia,36,0.920087832
942,Tilia,38,0.919879025
50,Tilia,51,0.927224208
1544,Tilia,50,1
1059,Tilia,36,0.938005701
5,Tilia,49,0.918147152
459,Tilia,37,0.929197868
211,Tilia,41,0.923546838
1301,Tilia,27,0.93945335
649,Tilia,42,0.92599873
756,Ulmus,67,0.927849709
1135,Ulmus,77,0.932351732
436,Ulmus,77,0.923312398
1308,Ulmus,70,0.924585658
1448,Ulmus,59,0.928981724
1238,Ulmus,63,0.931492219
1381,Ulmus,64,0.921478223
855,Ulmus,64,0.917136213
636,Ulmus,66,0.914913728
793,Ulmus,81,0.927804364
528,Viburnum,3,0.976437244
928,Viburnum,3,0.952826583
838,Viburnum,3,0.971764041
787,Viburnum,1,0.965066391
1211,Viburnum,2,0.977000156
869,Viburnum,2,0.9695926
1218,Viburnum,2,0.968524334
671,Viburnum,4,0.959570456
291,Viburnum,2,0.978237578
1240,Viburnum,2,0.963149242
1444,Viburnum,9,0.975196852
1226,Viburnum,4,0.97941929
152,Viburnum,3,0.984322082
1420,Viburnum,3,0.97847875
661,Viburnum,3,0.982391769
1474,Viburnum,3,0.98670982
1570,Viburnum,3,0.985612433
1300,Viburnum,3,0.98380663
556,Viburnum,8,0.983419713
1311,Viburnum,4,0.980038968
336,Zelkova,39,0.920637316
17,Zelkova,35,0.907170214
1410,Zelkova,28,0.901633886
1136,Zelkova,33,0.895844287
535,Zelkova,31,0.928309832
1265,Zelkova,41,0.901807484
993,Zelkova,34,0.917678859
1198,Zelkova,32,0.922016974
1443,Zelkova,35,0.913794486
718,Zelkova,28,0.916521505
