id,label,number_corners,length_width_ratio,perimeter_area_ratio,ratio_of_areas,solidity,mu02,mu03,m11,nu02,m12,mu21,mu20,nu20,m30,nu21,mu11,mu12,nu11,nu12,m02,m03,m00,m01,mu30,nu30,nu03,m10,m20,m21,hu1,hu2,hu3,hu4,hu5,hu6,hu7
717,Alnus,69,1.107238606,0.015915987,1.399453115,0.945264053,1030877559,-6816246734,5594737182,0.086786009,1.54E+12,6313912838,882727225.8,0.074313746,1.69E+12,0.001610096,-80493295.49,-3134329235,-0.006776452,-0.000799278,7308141967,2.24E+12,108988,26156194.17,1778857650,0.000453622,-0.001738195,23647630.67,6013663073,1.41E+12,0.000631747,5.18E-09,3.04E-12,8.07E-15,-1.26E-27,-5.76E-19,-1.25E-28
646,Alnus,50,1.21,0.01827818,1.40770424,0.942699925,534851444.8,-1361071564,2829495540,0.091407979,6.9151E+11,949202496.9,409644090.1,0.070009605,6.25566E+11,0.00058654,32152566.02,74160491.22,0.005494986,4.58E-05,3873069515,1.03E+12,76493.5,15979736.67,85564737.01,5.29E-05,-0.000841046,13390618.33,2753747306,5.87473E+11,0.000633035,8.86E-09,4.03E-13,4.28E-15,8.69E-29,1.49E-19,-1.55E-28
357,Alnus,46,1.211038961,0.017480473,1.493105286,0.948200572,513433482.5,-1359291561,2842476162,0.089919588,6.70812E+11,609946202.6,422148399.7,0.073932479,7.20996E+11,0.000388601,-91853121.26,1135940758,-0.016086592,0.000723716,3805882400,1.01E+12,75564,15773097.67,-1114605449,-0.000710123,-0.000866015,14057458,3037310718,6.00437E+11,0.000642474,1.96E-08,7.19E-13,1.29E-14,7.79E-28,8.74E-19,9.63E-28
1255,Alnus,42,1.321428571,0.017741095,1.420384436,0.941011955,504675631.8,-754088346.3,2444825133,0.09825935,5.84259E+11,592597747.9,333152710.4,0.064864175,4.98541E+11,0.000430985,-5017102.696,-252856321.5,-0.00097682,-0.000183897,3519325533,9.28063E+11,71667,14698670.5,143131772.6,0.000104097,-0.000548434,11944811.17,2324006434,4.75566E+11,0.000639844,1.72E-08,2.28E-13,1.04E-15,-7.68E-30,-1.98E-20,1.40E-29
374,Alnus,77,1.219047619,0.017667634,1.439109123,0.942062408,644585146.5,-3669632408,3449798640,0.093277131,8.89776E+11,2702837582,473932099.1,0.068582137,8.00457E+11,0.001356559,19296539.57,730740872.4,0.002792379,0.00036676,4729988817,1.33E+12,83129,18428660.33,-432273845.9,-0.000216959,-0.001841795,15474494.83,3354515173,7.53541E+11,0.00063474,9.81E-09,2.16E-12,1.48E-14,2.06E-27,9.98E-19,-1.66E-27
1550,Alnus,76,1.310541311,0.016662587,1.463733036,0.932087778,1152298386,-1335126740,5624169432,0.096664463,1.66E+12,1435154222,790937090.6,0.066350443,1.37E+12,0.000364356,-47816555.4,-4762410087,-0.004011254,-0.001209078,8408116852,2.76E+12,109181.5,28146068,3301792058,0.000838257,-0.000338961,22002218.5,5224816630,1.33E+12,0.000639324,1.51E-08,1.29E-12,8.05E-15,-6.78E-28,-8.88E-19,-4.64E-28
334,Alnus,72,1.276162791,0.017874079,1.573919478,0.921648753,864626469.5,-493568175.7,4515375125,0.096128024,1.25E+12,272685198,603225867.7,0.067065852,1.12E+12,9.84E-05,-53310780.99,-158304637.5,-0.005927022,-5.72E-05,6367222527,1.95E+12,94839.5,22844331,9863728.367,3.56E-06,-0.000178186,18967151.5,4396506474,1.04E+12,0.000640025,1.50E-08,1.17E-14,3.75E-16,-2.07E-31,-1.37E-20,7.58E-31
394,Alnus,66,1.341954023,0.016250387,1.48035197,0.937084787,1177202635,2599851240,5545289487,0.100705039,1.65E+12,-1717786400,745955110.7,0.063813515,1.33E+12,-0.000446909,68338123.46,127584312.2,0.005846057,3.32E-05,8050549563,2.63E+12,108118.5,27260520.17,-432462476,-0.000112512,0.000676392,21722247.5,5110203934,1.31E+12,0.000645204,2.30E-08,2.54E-13,3.97E-15,5.51E-29,3.22E-19,-1.13E-28
196,Arundinaria,1,12.79674797,0.023947233,1.469487203,0.955084086,116868872.4,245407294.1,11277331802,0.006979488,1.22E+12,-3715640497,16692413947,0.996882291,1.34E+14,-0.000616864,375165153.8,4688165269,0.022405118,0.000778321,1285600651,1.44637E+11,129401,12297766.5,-7.13581E+11,-0.118467473,4.07E-05,114716055.7,1.1839E+11,1.19E+13,0.003920935,1.50E-05,9.12E-10,8.66E-10,7.69E-19,3.35E-12,6.92E-22
1488,Arundinaria,2,7.807453416,0.019882694,1.53756211,1,0.333333333,4.66E-10,231744,0.083333333,22247826.33,2.98E-08,0.333333333,0.083333333,3516834693,5.27E-09,0,2.22E-10,0,3.92E-11,18432.33333,1769568,2,192,9.54E-07,1.69E-07,8.23E-11,2414,2913698.333,279715040,0.002488274,5.78E-06,6.16E-10,5.36E-10,3.08E-19,1.28E-12,2.28E-21
464,Arundinaria,3,7.86163522,0.019409142,1.509810922,0.965909892,187914221.9,521881411.5,11088340826,0.011090757,1.38E+12,4541339401,10634848926,0.627672166,8.37E+13,0.000742909,336036463.3,8772893214,0.019832979,0.001435142,1683347233,2.21235E+11,130166.5,13951891.67,-5.16311E+11,-0.084462303,8.54E-05,100315416.7,87944931175,9.95E+12,0.002497712,5.83E-06,4.83E-10,4.22E-10,1.90E-19,1.02E-12,1.08E-21
1039,Arundinaria,1,12.24409449,0.023735826,1.501912708,0.964886115,123056001.2,408646121.4,11086152428,0.007313621,1.18E+12,-41480010638,17095086496,1.016016935,1.36E+14,-0.006845039,521933776.7,1890107774,0.031020232,0.000311906,1214680492,1.34417E+11,129713.5,11899514,-6.11678E+11,-0.100939201,6.74E-05,115157793.5,1.19331E+11,1.18E+13,0.003992348,1.55E-05,6.58E-10,6.20E-10,3.96E-19,2.44E-12,-8.52E-22
1034,Arundinaria,2,10.62773723,0.022261064,1.509333454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003383888,1.11E-05,8.10E-10,7.59E-10,5.95E-19,2.52E-12,4.97E-23
412,Arundinaria,1,8.590909091,0.020300723,1.543324622,0.956663123,188202617,945696338.1,10670376090,0.011130598,1.31E+12,-38532751094,11558473818,0.683586266,8.09E+13,-0.006319694,560387223.8,3665411936,0.033142179,0.000601158,1577337739,2.02881E+11,130033,13439992.83,-5.11017E+11,-0.083811027,0.000155102,97814946.67,85137978955,9.60E+12,0.002717262,6.98E-06,4.78E-10,4.33E-10,1.97E-19,1.14E-12,-4.01E-22
37,Arundinaria,2,11.21212121,0.022439555,1.476521227,0.954602033,138250811.2,345137902.3,11221472543,0.008181591,1.30E+12,-16733346565,14524430939,0.859546182,1.07E+14,-0.0027466,407302155.9,3938685378,0.024103871,0.000646493,1471444078,1.77363E+11,129991.5,13164489.83,-5.5965E+11,-0.091860601,5.67E-05,106783494.7,1.02243E+11,1.10E+13,0.003391023,1.11E-05,5.53E-10,5.20E-10,2.79E-19,1.73E-12,-8.23E-23
423,Arundinaria,1,6.813953488,0.018341441,1.532259045,1,1,0,53640,0.0625,3218623.5,5.82E-10,1.666666667,0.104166667,44658429,1.82E-11,0,0,0,0,14401,864180,4,240,7.45E-09,2.33E-10,0,894,199810.6667,11988640,0.002271896,4.75E-06,6.69E-10,5.66E-10,3.48E-19,1.23E-12,-2.59E-21
199,Arundinaria,1,8.139240506,0.019906475,1.54497966,0.957362985,190235108.4,788597641.6,11065846979,0.011255217,1.39E+12,-8276607911,10652413744,0.630247617,8.07E+13,-0.001358099,330748224.5,10983059957,0.019568643,0.001802197,1723479647,2.29273E+11,130007.5,14118544.17,-7.20154E+11,-0.118169192,0.0001294,98851789.17,85814817616,9.81E+12,0.002511765,5.90E-06,9.41E-10,8.34E-10,7.40E-19,2.02E-12,1.65E-21
454,Arundinaria,1,9.231292517,0.020732262,1.512120982,0.943916402,170209044.9,748551429,10539280770,0.010095212,1.23E+12,-30821153416,11562117499,0.685756912,8.80E+13,-0.005073001,318088422.5,5601824712,0.018866037,0.000922031,1493942903,1.8596E+11,129847.5,13110436,-5.73775E+11,-0.094440351,0.000123208,101232047,90484910312,9.60E+12,0.002724276,7.02E-06,6.08E-10,5.51E-10,3.19E-19,1.46E-12,-6.08E-22
488,Betula,82,1.983014862,0.010645939,1.603868997,0.947657689,3494474658,-50790917787,33602819247,0.047053972,1.11E+13,91900352225,11012870805,0.14829105,3.54E+13,0.002370474,1097665683,-1.29473E+11,0.014780342,-0.00333962,25065569990,8.97E+12,272516.5,76671242.33,5.89852E+11,0.015214616,-0.001310099,115534722.2,59994389451,1.79E+13,0.000766152,1.71E-07,4.27E-11,8.61E-12,1.65E-22,3.54E-15,8.95E-24
286,Betula,79,1.87184874,0.010779841,1.617800089,0.933337394,3338603403,-6240699453,29205788433,0.049211063,9.40E+12,-7554458948,9164150638,0.135079716,2.82E+13,-0.000218185,675957729.6,-85327259844,0.009963627,-0.002464394,22691693288,8.00E+12,260466,70998745.83,2.97375E+11,0.008588678,-0.000180242,104664537.3,51222098221,1.45E+13,0.000722773,1.19E-07,1.55E-11,2.31E-12,1.37E-23,7.50E-16,2.21E-24
18,Betula,49,1.838709677,0.011889683,1.47754171,0.949359693,1900561039,-12627691921,16943823846,0.047193276,4.71E+12,29590569678,5598607830,0.139020343,1.46E+13,0.001640217,270083096.6,-38594060326,0.006706497,-0.002139284,13202883253,4.02E+12,200678.5,47624920.67,1.42072E+11,0.007875116,-0.000699958,70258621.67,30196528975,7.38E+12,0.000729954,1.32E-07,1.42E-11,2.04E-12,1.09E-23,7.27E-16,-1.25E-24
175,Betula,68,1.754455446,0.009786326,1.547242365,0.948230941,4257272819,11161269368,33339986636,0.051500384,1.11E+13,-27774262052,10666043321,0.129027514,3.29E+13,-0.000626601,265575629.9,-1.24113E+11,0.003212678,-0.002800048,27211959599,1.01E+13,287515,81239256.33,4.27936E+11,0.009654458,0.000251804,117054115.3,58321525354,1.67E+13,0.000707854,9.29E-08,1.99E-11,2.84E-12,2.13E-23,8.50E-16,9.68E-25
747,Betula,68,2.083732057,0.011779301,1.562895201,0.950449442,2317086237,24491585.31,22978292253,0.043310649,6.41E+12,-11956037540,8253687920,0.154276768,2.68E+13,-0.000464679,282822517.4,-77381008674,0.005286479,-0.003007461,15423519772,4.77E+12,231299,55059104.33,3.47594E+11,0.01350946,9.52E-07,95341897,47553803025,1.15E+13,0.000774841,1.91E-07,3.07E-11,6.68E-12,9.53E-23,2.87E-15,6.63E-24
1097,Betula,69,1.885650224,0.011001514,1.604398895,0.937195689,2586934668,-10349197237,23875757856,0.047967278,7.13E+12,18477298375,7391046544,0.137045744,2.37E+13,0.000710948,187203120.9,-67261090114,0.003471145,-0.002587995,17869387107,5.90E+12,232231,59573981,2.39219E+11,0.009204397,-0.000398205,92342607.67,44109474276,1.15E+13,0.000725519,1.23E-07,1.77E-11,2.65E-12,1.82E-23,9.28E-16,1.25E-25
672,Betula,66,1.913580247,0.01079471,1.597051684,0.951505687,3735314866,-33344090199,32588435086,0.047239225,1.05E+13,92379811595,11499159582,0.145425862,3.53E+13,0.002203162,362218224.4,-1.62207E+11,0.004580848,-0.003868478,25085126749,8.94E+12,281198,77482413.5,6.79751E+11,0.016211364,-0.000795222,116954897.5,60142635173,1.70E+13,0.000755546,1.50E-07,5.00E-11,9.32E-12,2.00E-22,3.57E-15,-1.61E-23
758,Betula,67,1.941883768,0.009318171,1.568810733,0.941297514,4346446439,7237033348,52681210946,0.046271444,1.78E+13,25256185471,13760984236,0.146496826,9.25E+13,0.00048567,413236520.7,1.86562E+11,0.004399238,0.003587539,28601123207,1.05E+13,306486,86219016.83,-7.78374E+11,-0.014967929,0.000139166,185798945.5,1.26397E+11,3.61E+13,0.000755854,1.55E-07,4.00E-11,7.85E-12,1.38E-22,3.04E-15,1.58E-23
443,Betula,74,1.87063655,0.010250168,1.612037861,0.935800391,3642727196,-13734974428,41809833980,0.048688661,1.36E+13,50708019266,10259422809,0.137127359,6.35E+13,0.00129592,-144248337,94231934672,-0.001928022,0.002408239,24508618582,8.77E+12,273526.5,75547165.67,-4.31426E+11,-0.011025735,-0.000351018,151899190.3,94614554849,2.60E+13,0.000728694,1.20E-07,2.12E-11,4.56E-12,4.47E-23,1.56E-15,4.47E-24
341,Betula,64,2.015384615,0.011423369,1.623375107,0.937545803,3040933164,-34354255578,28049912162,0.046684279,8.69E+12,89882477143,9601447879,0.147401028,2.95E+13,0.002731365,580869239.6,-1.09816E+11,0.00891748,-0.003337119,20859052624,7.08E+12,255222,67435718.17,5.14541E+11,0.015635977,-0.001043963,103961287.3,51948695624,1.43E+13,0.000761319,1.61E-07,4.50E-11,9.37E-12,1.92E-22,3.74E-15,-1.21E-23
1393,Betula,27,1.609756098,0.028485274,1.980502371,0.820434278,113914891.7,-1841883389,894361210.7,0.103273868,1.93787E+11,818832676.6,74541744.48,0.067578647,1.12219E+11,0.004073405,3061659.526,319119218.2,0.002775664,0.001587506,1421392695,3.25385E+11,33212,6589685.333,-208786049.4,-0.001038637,-0.009162723,4492147.833,682135149.2,1.36991E+11,0.000671941,2.12E-08,2.92E-11,1.61E-12,1.10E-23,2.19E-16,-6.19E-25
339,Betula,22,1.451282051,0.029069394,1.774551418,0.844626462,91745555.72,-1226144525,703069705.7,0.10015885,1.36903E+11,549822500.3,62263795.84,0.06797354,92437335796,0.003450268,-4024494.386,285194209.7,-0.00439355,0.001789662,1053161771,2.19183E+11,30265.5,5394232.333,-217508624,-0.001364919,-0.007694352,3967304,582311408.8,1.0328E+11,0.000660377,1.76E-08,2.24E-11,1.16E-12,5.91E-24,1.54E-16,3.23E-25
461,Betula,17,1.349056604,0.027219006,1.809586343,0.83653181,100524052.2,-1265773422,793779476.6,0.094304023,1.56443E+11,699812438.6,76528260.83,0.071792996,1.11193E+11,0.003633348,976585.7996,-194199416.8,0.000916159,-0.001008262,1158672197,2.43521E+11,32649,5877710.333,105771622.2,0.000549154,-0.006571753,4403793.333,670524883.2,1.21676E+11,0.000652152,8.19E-09,1.88E-11,5.51E-13,1.71E-24,4.86E-17,4.69E-25
621,Betula,15,1.467248908,0.024175453,1.856443168,0.849459547,158786065.4,-2619776173,1249827097,0.096748674,2.87445E+11,1408137955,117083311.9,0.071339101,1.76887E+11,0.004262712,9231149.853,-188952116.1,0.005624558,-0.000571995,1946501546,4.72987E+11,40512,8510225,180611845.7,0.000546748,-0.007930581,5905722,978002356.7,2.09545E+11,0.000660089,1.24E-08,2.58E-11,8.17E-13,3.74E-24,8.42E-17,-3.11E-25
1213,Betula,28,1.197478992,0.024113232,1.663886572,0.886065483,144008906.7,-2130268560,1068920165,0.089167661,2.15848E+11,1558496360,122771606.5,0.076017916,1.78698E+11,0.004813692,-1651120.486,55192106.31,-0.001022343,0.000170471,1482434327,3.20969E+11,40187.5,7334028.333,-66139242.24,-0.000204283,-0.006579712,5866296.333,979093414.8,1.79756E+11,0.00064773,2.82E-09,2.61E-11,1.90E-13,4.22E-25,9.90E-18,4.00E-26
1013,Betula,24,1.31512605,0.024069208,1.732378317,0.85862499,162138028.7,-2090154922,1208319224,0.091912794,2.53956E+11,1238040683,128612685.3,0.07290795,2.0566E+11,0.003424513,-1206361.333,586698399.8,-0.000683862,0.001622851,1670116869,3.75814E+11,42000.5,7958383.333,-423362192.3,-0.001171051,-0.005781524,6383291.333,1098753713,2.09067E+11,0.000646885,5.80E-09,1.75E-11,3.59E-13,8.80E-25,2.61E-17,-1.85E-25
1052,Betula,20,1.407407407,0.029319808,1.74647398,0.861935643,75794182.44,-900178519.8,581699416.1,0.096828352,1.09614E+11,455408377.4,55056722.61,0.070335896,68357851489,0.003478238,4678639.989,-276650962.8,0.005977042,-0.002112956,902517344.8,1.80299E+11,27978,4809372.167,221117575.2,0.001688813,-0.006875226,3356755.667,457794895.7,80272269191,0.000656317,1.35E-08,2.15E-11,7.09E-13,2.77E-24,8.11E-17,-1.76E-25
1473,Betula,18,1.28959276,0.023938407,1.655060963,0.890582777,126492221.4,-1345719573,902879754.5,0.091203077,1.76885E+11,830978361,101956816.8,0.073512626,1.37375E+11,0.003104715,8802857.087,-570109494.9,0.006347012,-0.002130053,1275975179,2.67271E+11,37241.5,6542818.167,548056463.1,0.002047658,-0.0050279,5089055.5,797376869.3,1.43325E+11,0.000646245,7.49E-09,1.62E-11,2.12E-13,3.60E-25,1.58E-17,-1.56E-25
415,Betula,16,1.393364929,0.026888715,1.793564056,0.863276115,108653904.2,-1558534657,800228724.6,0.09498881,1.60909E+11,698427547.8,83632189.69,0.073114006,1.03874E+11,0.003320131,5562357.548,-805159186.7,0.004862796,-0.003827504,1246446655,2.66918E+11,33821,6203328.833,633979737.9,0.003013764,-0.007408842,4332578.833,638649467.3,1.19262E+11,0.00065987,9.26E-09,3.03E-11,1.05E-12,5.87E-24,1.01E-16,-6.24E-25
615,Betula,22,1.361111111,0.027585811,1.821007656,0.817139488,104901753.7,-980755236.4,816398256.7,0.090962036,1.57928E+11,509916505.7,86646667.27,0.075132751,1.23408E+11,0.002399362,-2134566.939,692461948.8,-0.001850918,0.003258312,1149645725,2.37464E+11,33959.5,5956423.667,-440848695.8,-0.002074371,-0.004614848,4666720.667,727948270.1,1.27604E+11,0.000652476,4.43E-09,1.64E-11,3.80E-13,7.32E-25,1.85E-17,-6.03E-25
992,Callicarpa,10,2.848275862,0.014375138,1.82191562,0.931343412,552164642.3,4488950755,10532301801,0.032491261,2.11E+12,-24162600102,3613246889,0.212615836,1.75E+13,-0.003937913,108309609.4,7593526718,0.006373309,0.001237559,4507399293,9.81968E+11,130362,22707098,-95503127718,-0.015564675,0.000731589,59844391.83,31085602590,5.49E+12,0.000961484,5.02E-07,3.17E-11,1.28E-11,2.58E-22,8.46E-15,-2.24E-23
558,Callicarpa,3,2.455782313,0.013313958,1.614929893,0.951670734,603126211.1,7264051790,8986673870,0.03543916,1.78E+12,-33573102663,3208195516,0.188510715,1.24E+13,-0.005461796,61336764.14,5051354244,0.003604094,0.000821773,4367228699,9.53994E+11,130455.5,22159600,-43094064312,-0.007010701,0.001181743,52544238.83,24371711310,4.16E+12,0.000877687,3.60E-07,2.41E-11,3.37E-12,2.21E-23,7.77E-16,-2.08E-23
143,Callicarpa,22,3.3671875,0.014864351,1.676966335,0.947468387,446527664.2,-979232489.2,11029835077,0.026241189,2.10E+12,9229566698,4268484758,0.250846978,2.24E+13,0.001501759,79702706.36,5410292396,0.004683906,0.000880318,4156769442,8.50671E+11,130446.5,21999728.5,-78652227723,-0.012797642,-0.000159333,64928366.83,36585893195,6.26E+12,0.001086216,7.76E-07,1.59E-11,8.80E-12,1.04E-22,7.48E-15,4.45E-24
73,Callicarpa,16,3.37944664,0.015095651,1.634342229,0.929594268,459165278.9,4709416723,9823373015,0.026955343,1.74E+12,-43123960492,4224296296,0.247987728,2.15E+13,-0.007007505,35024375.93,3791661587,0.002056109,0.000616133,3511749206,6.82217E+11,130515.5,19960198.33,-74311969161,-0.012075456,0.000765265,64003934,35611400260,5.44E+12,0.001077952,7.51E-07,4.09E-11,1.04E-11,1.90E-22,5.06E-15,-1.02E-22
765,Callicarpa,3,2.792114695,0.013552524,1.651075694,0.961772321,542567442.2,2388605313,10074822028,0.03182221,1.97E+12,-13451055747,3638317935,0.213391567,1.69E+13,-0.002183243,206374418.3,5194475054,0.012104099,0.000843116,4196840489,8.8601E+11,130575.5,21843958.67,-78090974542,-0.01267496,0.000387695,58990108,30288285516,5.24E+12,0.000961128,5.15E-07,1.70E-11,8.70E-12,1.06E-22,6.15E-15,-2.50E-24
1119,Callicarpa,3,2.7,0.013397536,1.607704343,0.959913147,574516339.8,804258229.3,9867133442,0.033664589,2.02E+12,623386270.9,3488774237,0.204429607,1.40E+13,0.000101064,331948990.7,5543768423,0.019451015,0.00089876,4522238211,9.86678E+11,130636.5,22709393.83,-45567736813,-0.007387477,0.000130387,54851447.5,26519713468,4.89E+12,0.000932937,4.70E-07,6.04E-12,2.49E-12,9.63E-24,1.63E-15,8.76E-25
1367,Callicarpa,2,3.200757576,0.014051059,1.698001187,0.951827607,463668162.1,548097354.3,10036603919,0.027318391,1.84E+12,-6029451241,4179829106,0.246267079,2.02E+13,-0.00098421,120083322.3,6527927675,0.007075067,0.001065578,3749452293,7.43275E+11,130279.5,20689860.17,-1.04924E+11,-0.01712712,8.95E-05,62442149.67,34107960969,5.53E+12,0.001072285,7.39E-07,2.56E-11,1.57E-11,3.14E-22,1.35E-14,-5.87E-24
1179,Callicarpa,4,2.815884477,0.013464916,1.64270454,0.953967419,545593206.5,-1707361191,10047704430,0.032022723,2.03E+12,13744013168,3554776713,0.20864195,1.51E+13,0.002232802,192286110.8,5801626430,0.011285927,0.000942511,4533147308,9.81334E+11,130528.5,22814238,-42184558385,-0.006853148,-0.000277372,56386409.67,27912883909,5.06E+12,0.000943412,4.87E-07,8.50E-12,2.27E-12,9.36E-24,1.12E-15,3.39E-24
380,Callicarpa,3,3.393822394,0.014593489,1.731301855,1,0.333333333,1.49E-08,338664,0.083333333,92794142,3.12E-08,0.333333333,0.083333333,472058682,5.52E-09,0,1.20E-08,0,2.12E-09,150152.3333,41141922,2,548,1.19E-07,2.11E-08,2.63E-09,1236,763848.3333,209294443.3,0.001116795,8.35E-07,3.08E-11,1.91E-11,4.65E-22,1.75E-14,-8.73E-24
969,Callicarpa,6,3.037453184,0.01373572,1.646894632,0.956141476,503632497.9,762434010.6,10109848192,0.029608202,1.90E+12,-3362865355,3808725545,0.223912308,1.91E+13,-0.000547435,112450705.5,5395083341,0.006610898,0.000878256,3931751289,8.01505E+11,130422,21144789.17,-69408847474,-0.01129894,0.000124115,61664392.33,32964061928,5.45E+12,0.000993888,5.83E-07,1.21E-11,6.70E-12,6.04E-23,5.11E-15,2.82E-25
1087,Castanea,12,2.073170732,0.014334103,1.619265778,0.897121859,1830352836,-10038504837,22819191098,0.04020182,5.98E+12,41124103141,7682909439,0.168747214,3.41E+13,0.001955398,-830446573.5,2375824535,-0.018239906,0.000112967,13332088650,3.94E+12,213375.5,49539768.17,-72614595341,-0.003452729,-0.000477318,101862674.2,56310818399,1.23E+13,0.000818484,2.73E-07,3.27E-12,8.02E-13,1.27E-24,3.55E-16,2.80E-25
1296,Castanea,25,2.329741379,0.014072089,1.720705731,0.872926033,2950019536,2325845653,44013234141,0.035314704,1.32E+13,-22772291477,15725643998,0.188251794,8.42E+13,-0.000507073,1163440871,-4752120849,0.013927559,-0.000105816,21746831128,7.05E+12,289024.5,73707116.83,-36943192824,-0.000822617,5.18E-05,168025024,1.13407E+11,3.03E+13,0.000875717,3.69E-07,1.65E-13,6.98E-14,7.47E-27,3.29E-17,-5.72E-28
1153,Castanea,33,2.357142857,0.015869014,1.756151485,0.861949793,1460348969,1351780071,21463679272,0.035000398,5.33E+12,-6849661463,7748348245,0.1857058,3.53E+13,-0.000363237,240325516.1,3333333417,0.005759917,0.000176766,10671449245,2.89E+12,204264,43376216.83,-43475294354,-0.002305488,7.17E-05,99943412.5,56649210375,1.23E+13,0.000864807,3.50E-07,5.64E-13,2.80E-13,1.11E-25,1.63E-16,-2.58E-27
1511,Castanea,25,2.281632653,0.012328929,1.62278571,0.909506746,3952642980,5173118270,54754126269,0.035213341,1.69E+13,-20220742925,20597325304,0.183497635,1.17E+14,-0.000311223,-75815289.38,-28367816466,-0.000675424,-0.000436617,27450902232,9.37E+12,335035,88728458.17,1.03021E+11,0.001585626,7.96E-05,207035598.8,1.48535E+11,3.92E+13,0.00085676,3.36E-07,5.40E-13,7.50E-14,1.45E-26,4.01E-17,4.08E-27
425,Castanea,22,2.650900901,0.013409487,1.639980543,0.882953172,3012106470,-16924162953,53559910340,0.030170803,1.58E+13,1.04815E+11,21525009352,0.21560553,1.31E+14,0.001867747,236935256.4,39533909768,0.002373265,0.000704475,23878993067,7.67E+12,315967,81198815,-3.88588E+11,-0.006924442,-0.00030158,207494413.2,1.57786E+11,4.10E+13,0.000962598,5.27E-07,7.04E-12,2.49E-12,1.03E-23,1.57E-15,1.65E-24
1229,Castanea,14,2.243902439,0.014585023,1.576804421,0.897751001,2060469470,10557588533,27317076779,0.03698427,7.24E+12,-46938709117,9714114131,0.174362894,4.64E+13,-0.001734182,-53080077.51,2681262498,-0.000952758,9.91E-05,14213968770,4.17E+12,236034,53559677.5,-35902991295,-0.00132646,0.000390057,120618493.3,71352780315,1.61E+13,0.000827785,2.88E-07,2.03E-12,2.02E-13,5.12E-26,-7.95E-18,-1.19E-25
1273,Castanea,33,2.401544402,0.012432282,1.610951808,0.893596254,5269337122,3800847770,72552328175,0.033453107,2.29E+13,20864480796,30791011747,0.195480948,1.91E+14,0.000210261,-1438022388,-28301374458,-0.009129482,-0.000285206,34610277765,1.23E+13,396880.5,107911293.2,66767944533,0.000672851,3.83E-05,272124691.2,2.17376E+11,5.72E+13,0.000896656,4.07E-07,1.45E-13,9.75E-15,-6.33E-30,8.82E-19,-3.67E-28
926,Castanea,12,2.193258427,0.013404487,1.614038478,0.88711109,2603055445,14891433878,36854596031,0.036554913,1.07E+13,-77051181130,12834947510,0.180242178,6.41E+13,-0.002094629,812064496.5,-19997446518,0.011403886,-0.000543629,19005532418,6.02E+12,266851,66159031,-2076653031,-5.65E-05,0.000404822,145376760.2,92034210007,2.36E+13,0.000849055,3.23E-07,2.84E-12,1.94E-13,-4.05E-26,-7.20E-17,-1.39E-25
769,Castanea,19,2.901176471,0.012831748,1.628519485,0.882680499,2863486104,27527868444,55358435329,0.028081902,1.56E+13,-44062007677,25240803076,0.247533856,1.69E+14,-0.000764678,1714538151,1.36738E+11,0.016814292,0.002373026,20558722541,6.22E+12,319326,75170134.17,-1.44E+12,-0.0249277,0.000477735,227881608.8,1.87865E+11,4.66E+13,0.001079243,7.54E-07,6.20E-11,3.05E-11,1.32E-21,2.62E-14,6.40E-23
592,Castanea,23,2.225321888,0.01092777,1.527554923,0.918506004,3590210720,-26427398356,49232759700,0.0363559,1.56E+13,1.40469E+11,17580237281,0.178024464,8.77E+13,0.002537468,644564536.1,24400533134,0.006527116,0.000440776,26827243790,9.22E+12,314248,85452859.33,-1.01708E+11,-0.00183727,-0.00047739,178680307.2,1.19177E+11,3.33E+13,0.000839791,3.10E-07,4.52E-12,3.73E-13,-6.60E-26,-9.16E-17,4.79E-25
153,Celtis,38,1.75074184,0.013650632,1.511222248,0.920462201,927199765.7,524763816.7,8648718790,0.054459723,2.01E+12,-952409485.2,2005109454,0.117771499,7.05E+12,-0.000154864,58632810.23,2617613259,0.003443839,0.000425631,5883813146,1.51E+12,130481.5,25431208.17,-8948507324,-0.001455051,8.53E-05,44073694.67,16892205031,3.33E+12,0.000675807,6.27E-08,5.05E-13,7.08E-14,1.34E-26,1.77E-17,-6.10E-29
169,Celtis,25,1.820895522,0.01416185,1.55422878,0.922290475,873376448.2,934023039.9,8046197192,0.051363698,1.83E+12,-462375727.9,2135280986,0.125576924,6.42E+12,-7.53E-05,68286704.37,7679543226,0.004015975,0.001250702,5567590528,1.39E+12,130398.5,24741028.17,-15631020357,-0.002545692,0.000152116,42047871,15693899035,3.02E+12,0.000694328,8.62E-08,2.29E-12,9.49E-14,4.29E-26,2.71E-17,1.10E-26
249,Celtis,37,1.625,0.014328041,1.460882777,0.932503635,961498765.6,1181578164,7659077724,0.056438393,1.79E+12,-1699715427,1941748965,0.113977463,5.34E+12,-0.000276159,31982140.79,7589933736,0.001877299,0.001233163,5847874601,1.50E+12,130523,25254394.33,-12259414259,-0.001991829,0.000191975,39419333.67,13846806822,2.70E+12,0.000668568,5.15E-08,1.94E-12,3.51E-14,9.04E-27,7.87E-18,-1.50E-27
